0x #of reinitializations, #particle, #step,loop time, average time, trms, reset_time
1x max_reinit, nparticle, nstep, blocks, threads, full_exe_elapsed, reset_time_sum, reset_time_sum/max_reinit
1 1 4500 200 64 16 12.74 10.98 10.98
1 1 4500 200 64 64 18.58 16.73 16.73
1 1 4500 200 64 128 18.43 16.63 16.63
1 1 4500 200 64 256 38.5 36.72 36.72
1 1 4500 200 64 512 95.29 93.48 93.48
1 1 4500 200 128 1 21.39 19.56 19.56
1 1 4500 200 128 16 15.06 13.26 13.26
1 1 4500 200 128 64 18.86 16.96 16.96
1 1 4500 200 128 128 34.63 32.86 32.86
1 1 4500 200 128 256 74.97 73.05 73.05
1 1 4500 200 128 512 188.46 186.68 186.68
1 1 4000 200 1 1 30.36 28.56 28.56
1 1 4000 200 1 16 11.25 9.46 9.46
1 1 4000 200 1 64 10.46 8.59 8.59
1 1 4000 200 1 128 10.35 8.58 8.58
1 1 4000 200 1 256 11.32 9.51 9.51
1 1 4000 200 1 512 13.95 12.09 12.09
1 1 4000 200 4 1 22.24 20.52 20.52
1 1 4000 200 4 16 10.52 8.8 8.8
1 1 4000 200 4 64 10.34 8.51 8.51
1 1 4000 200 4 128 10.32 8.43 8.43
1 1 4000 200 4 256 11.12 9.31 9.31
1 1 4000 200 4 512 13.81 12.01 12.01
1 1 4000 200 16 1 19.52 17.69 17.69
1 1 4000 200 16 16 10.53 8.78 8.78
1 1 4000 200 16 64 10.28 8.48 8.48
1 1 4000 200 16 128 10.34 8.44 8.44
1 1 4000 200 16 256 11.32 9.46 9.46
1 1 4000 200 16 512 25.54 23.67 23.67
1 1 4000 200 32 1 19.02 17.23 17.23
1 1 4000 200 32 16 10.58 8.79 8.79
1 1 4000 200 32 64 10.36 8.56 8.56
1 1 4000 200 32 128 10.17 8.49 8.49
1 1 4000 200 32 256 20.29 18.52 18.52
1 1 4000 200 32 512 48.75 46.98 46.98
1 1 4000 200 64 1 19.01 17.2 17.2
1 1 4000 200 64 16 10.74 8.91 8.91
1 1 4000 200 64 64 10.44 8.69 8.69
1 1 4000 200 64 128 18.38 16.63 16.63
1 1 4000 200 64 256 38.46 36.72 36.72
1 1 4000 200 64 512 95.35 93.53 93.53
1 1 4000 200 128 1 19.39 17.45 17.45
1 1 4000 200 128 16 10.87 9.11 9.11
1 1 4000 200 128 64 18.76 16.97 16.97
1 1 4000 200 128 128 34.66 32.85 32.85
1 1 4000 200 128 256 74.89 73.07 73.07
1 1 4000 200 128 512 188.46 186.67 186.67
1 1 3500 200 1 1 26.84 25.04 25.04
1 1 3500 200 1 16 10.12 8.35 8.35
1 1 3500 200 1 64 9.53 7.61 7.61
1 1 3500 200 1 128 9.39 7.59 7.59
1 1 3500 200 1 256 10.35 8.4 8.4
1 1 3500 200 1 512 12.48 10.63 10.63
1 1 3500 200 4 1 19.83 18.03 18.03
1 1 3500 200 4 16 9.61 7.73 7.73
1 1 3500 200 4 64 9.32 7.5 7.5
1 1 3500 200 4 128 9.23 7.43 7.43
1 1 3500 200 4 256 11.16 9.33 9.33
1 1 3500 200 4 512 13.81 12.02 12.02
1 1 3500 200 16 1 17.3 15.56 15.56
1 1 3500 200 16 16 9.59 7.75 7.75
1 1 3500 200 16 64 10.44 8.55 8.55
1 1 3500 200 16 128 10.19 8.48 8.48
1 1 3500 200 16 256 11.3 9.49 9.49
1 1 3500 200 16 512 25.53 23.69 23.69
1 1 3500 200 32 1 17 15.23 15.23
1 1 3500 200 32 16 9.65 7.76 7.76
1 1 3500 200 32 64 10.39 8.56 8.56
1 1 3500 200 32 128 10.26 8.49 8.49
1 1 3500 200 32 256 20.39 18.53 18.53
1 1 3500 200 32 512 48.72 47 47
1 1 3500 200 64 1 16.97 15.07 15.07
1 1 3500 200 64 16 10.69 8.9 8.9
1 1 3500 200 64 64 10.48 8.68 8.68
1 1 3500 200 64 128 18.51 16.61 16.61
1 1 3500 200 64 256 38.52 36.71 36.71
1 1 3500 200 64 512 95.41 93.52 93.52
1 1 3500 200 128 1 17.2 15.36 15.36
1 1 3500 200 128 16 10.94 9.12 9.12
1 1 3500 200 128 64 18.78 16.94 16.94
1 1 3500 200 128 128 34.63 32.82 32.82
1 1 3500 200 128 256 74.77 73.01 73.01
1 1 3500 200 128 512 188.41 186.61 186.61
1 1 3000 200 1 1 23.32 21.55 21.55
1 1 3000 200 1 16 9.04 7.22 7.22
1 1 3000 200 1 64 8.32 6.55 6.55
1 1 3000 200 1 128 8.45 6.57 6.57
1 1 3000 200 1 256 9.09 7.28 7.28
1 1 3000 200 1 512 11.03 9.21 9.21
1 1 3000 200 4 1 17.41 15.57 15.57
1 1 3000 200 4 16 8.51 6.69 6.69
1 1 3000 200 4 64 8.28 6.51 6.51
1 1 3000 200 4 128 8.16 6.43 6.43
1 1 3000 200 4 256 9.01 7.12 7.12
1 1 3000 200 4 512 13.86 12.07 12.07
1 1 3000 200 16 1 15.28 13.48 13.48
1 1 3000 200 16 16 8.51 6.7 6.7
1 1 3000 200 16 64 8.37 6.52 6.52
1 1 3000 200 16 128 10.26 8.45 8.45
1 1 3000 200 16 256 11.38 9.48 9.48
1 1 3000 200 16 512 25.49 23.68 23.68
1 1 3000 200 32 1 14.93 13.12 13.12
1 1 3000 200 32 16 8.57 6.73 6.73
1 1 3000 200 32 64 10.36 8.56 8.56
1 1 3000 200 32 128 10.4 8.52 8.52
1 1 3000 200 32 256 20.42 18.53 18.53
1 1 3000 200 32 512 48.76 46.96 46.96
1 1 3000 200 64 1 14.84 13.02 13.02
1 1 3000 200 64 16 8.63 6.86 6.86
1 1 3000 200 64 64 10.58 8.66 8.66
1 1 3000 200 64 128 18.39 16.6 16.6
1 1 3000 200 64 256 38.56 36.71 36.71
1 1 3000 200 64 512 95.28 93.52 93.52
1 1 3000 200 128 1 15.09 13.25 13.25
1 1 3000 200 128 16 10.97 9.12 9.12
1 1 3000 200 128 64 18.76 16.95 16.95
1 1 3000 200 128 128 34.68 32.85 32.85
1 1 3000 200 128 256 74.87 73.08 73.08
1 1 3000 200 128 512 188.44 186.67 186.67
1 1 2500 200 1 1 19.83 18.02 18.02
1 1 2500 200 1 16 8.03 6.11 6.11
1 1 2500 200 1 64 7.49 5.63 5.63
1 1 2500 200 1 128 7.32 5.51 5.51
1 1 2500 200 1 256 7.88 6.11 6.11
1 1 2500 200 1 512 9.61 7.74 7.74
1 1 2500 200 4 1 14.91 13.05 13.05
1 1 2500 200 4 16 7.58 5.74 5.74
1 1 2500 200 4 64 7.31 5.5 5.5
1 1 2500 200 4 128 7.23 5.44 5.44
1 1 2500 200 4 256 8.95 7.13 7.13
1 1 2500 200 4 512 13.96 12.06 12.06
1 1 2500 200 16 1 13.09 11.28 11.28
1 1 2500 200 16 16 7.43 5.66 5.66
1 1 2500 200 16 64 8.32 6.47 6.47
1 1 2500 200 16 128 10.23 8.44 8.44
1 1 2500 200 16 256 11.36 9.47 9.47
1 1 2500 200 16 512 25.54 23.73 23.73
1 1 2500 200 32 1 12.86 11.06 11.06
1 1 2500 200 32 16 7.45 5.69 5.69
1 1 2500 200 32 64 10.47 8.54 8.54
1 1 2500 200 32 128 10.33 8.49 8.49
1 1 2500 200 32 256 20.46 18.53 18.53
1 1 2500 200 32 512 48.68 46.95 46.95
1 1 2500 200 64 1 12.88 11.07 11.07
1 1 2500 200 64 16 8.64 6.82 6.82
1 1 2500 200 64 64 10.49 8.63 8.63
1 1 2500 200 64 128 18.42 16.59 16.59
1 1 2500 200 64 256 38.48 36.66 36.66
1 1 2500 200 64 512 95.21 93.48 93.48
1 1 2500 200 128 1 12.84 11.14 11.14
1 1 2500 200 128 16 11.09 9.14 9.14
1 1 2500 200 128 64 18.8 16.92 16.92
1 1 2500 200 128 128 34.62 32.83 32.83
1 1 2500 200 128 256 74.83 73.03 73.03
1 1 2500 200 128 512 188.48 186.7 186.7
1 1 2000 200 1 1 16.27 14.54 14.54
1 1 2000 200 1 16 6.76 4.94 4.94
1 1 2000 200 1 64 6.36 4.57 4.57
1 1 2000 200 1 128 6.24 4.49 4.49
1 1 2000 200 1 256 6.81 4.97 4.97
1 1 2000 200 1 512 8.06 6.25 6.25
1 1 2000 200 4 1 12.27 10.47 10.47
1 1 2000 200 4 16 6.46 4.66 4.66
1 1 2000 200 4 64 6.42 4.46 4.46
1 1 2000 200 4 128 6.23 4.41 4.41
1 1 2000 200 4 256 6.65 4.88 4.88
1 1 2000 200 4 512 7.99 6.23 6.23
1 1 2000 200 16 1 10.88 9.05 9.05
1 1 2000 200 16 16 6.38 4.62 4.62
1 1 2000 200 16 64 6.24 4.48 4.48
1 1 2000 200 16 128 6.3 4.46 4.46
1 1 2000 200 16 256 11.31 9.45 9.45
1 1 2000 200 16 512 25.43 23.64 23.64
1 1 2000 200 32 1 10.7 8.89 8.89
1 1 2000 200 32 16 6.58 4.64 4.64
1 1 2000 200 32 64 6.21 4.53 4.53
1 1 2000 200 32 128 10.31 8.51 8.51
1 1 2000 200 32 256 20.34 18.53 18.53
1 1 2000 200 32 512 48.71 46.92 46.92
1 1 2000 200 64 1 10.88 8.98 8.98
1 1 2000 200 64 16 6.59 4.76 4.76
1 1 2000 200 64 64 10.49 8.66 8.66
1 1 2000 200 64 128 18.55 16.71 16.71
1 1 2000 200 64 256 38.49 36.67 36.67
1 1 2000 200 64 512 95.31 93.43 93.43
1 1 2000 200 128 1 10.79 9 9
1 1 2000 200 128 16 6.75 4.95 4.95
1 1 2000 200 128 64 18.73 16.97 16.97
1 1 2000 200 128 128 34.74 32.95 32.95
1 1 2000 200 128 256 74.83 73.09 73.09
1 1 2000 200 128 512 188.32 186.44 186.44
1 1 1500 200 1 1 12.82 10.98 10.98
1 1 1500 200 1 16 5.64 3.79 3.79
1 1 1500 200 1 64 5.36 3.52 3.52
1 1 1500 200 1 128 5.2 3.46 3.46
1 1 1500 200 1 256 5.56 3.8 3.8
1 1 1500 200 1 512 6.58 4.77 4.77
1 1 1500 200 4 1 9.72 7.94 7.94
1 1 1500 200 4 16 5.49 3.6 3.6
1 1 1500 200 4 64 5.19 3.43 3.43
1 1 1500 200 4 128 5.17 3.4 3.4
1 1 1500 200 4 256 6.6 4.86 4.86
1 1 1500 200 4 512 7.94 6.21 6.21
1 1 1500 200 16 1 8.67 6.9 6.9
1 1 1500 200 16 16 5.33 3.57 3.57
1 1 1500 200 16 64 6.3 4.47 4.47
1 1 1500 200 16 128 6.24 4.43 4.43
1 1 1500 200 16 256 11.22 9.43 9.43
1 1 1500 200 16 512 25.35 23.65 23.65
1 1 1500 200 32 1 8.56 6.74 6.74
1 1 1500 200 32 16 5.42 3.6 3.6
1 1 1500 200 32 64 6.33 4.53 4.53
1 1 1500 200 32 128 10.25 8.48 8.48
1 1 1500 200 32 256 20.44 18.52 18.52
1 1 1500 200 32 512 48.8 46.9 46.9
1 1 1500 200 64 1 8.71 6.84 6.84
1 1 1500 200 64 16 6.57 4.74 4.74
1 1 1500 200 64 64 10.42 8.64 8.64
1 1 1500 200 64 128 18.44 16.58 16.58
1 1 1500 200 64 256 38.42 36.68 36.68
1 1 1500 200 64 512 95.32 93.4 93.4
1 1 1500 200 128 1 8.8 6.89 6.89
1 1 1500 200 128 16 6.7 4.95 4.95
1 1 1500 200 128 64 18.67 16.91 16.91
1 1 1500 200 128 128 34.62 32.79 32.79
1 1 1500 200 128 256 74.84 72.99 72.99
1 1 1500 200 128 512 188.25 186.43 186.43
1 1 1400 200 1 1 12.09 10.25 10.25
1 1 1400 200 1 16 5.45 3.58 3.58
1 1 1400 200 1 64 5.07 3.25 3.25
1 1 1400 200 1 128 5.06 3.21 3.21
1 1 1400 200 1 256 5.51 3.73 3.73
1 1 1400 200 1 512 6.42 4.57 4.57
1 1 1400 200 4 1 9.19 7.46 7.46
1 1 1400 200 4 16 5.18 3.33 3.33
1 1 1400 200 4 64 5.2 3.43 3.43
1 1 1400 200 4 128 5.19 3.41 3.41
1 1 1400 200 4 256 6.65 4.88 4.88
1 1 1400 200 4 512 7.97 6.2 6.2
1 1 1400 200 16 1 8.29 6.5 6.5
1 1 1400 200 16 16 5.3 3.57 3.57
1 1 1400 200 16 64 6.23 4.47 4.47
1 1 1400 200 16 128 6.25 4.43 4.43
1 1 1400 200 16 256 11.22 9.43 9.43
1 1 1400 200 16 512 25.5 23.64 23.64
1 1 1400 200 32 1 8.17 6.35 6.35
1 1 1400 200 32 16 5.41 3.6 3.6
1 1 1400 200 32 64 6.28 4.51 4.51
1 1 1400 200 32 128 10.34 8.47 8.47
1 1 1400 200 32 256 20.37 18.52 18.52
1 1 1400 200 32 512 48.8 46.89 46.89
1 1 1400 200 64 1 8.14 6.32 6.32
1 1 1400 200 64 16 6.62 4.74 4.74
1 1 1400 200 64 64 10.55 8.64 8.64
1 1 1400 200 64 128 18.37 16.59 16.59
1 1 1400 200 64 256 38.5 36.68 36.68
1 1 1400 200 64 512 95.26 93.41 93.41
1 1 1400 200 128 1 8.19 6.39 6.39
1 1 1400 200 128 16 6.74 4.95 4.95
1 1 1400 200 128 64 18.69 16.91 16.91
1 1 1400 200 128 128 34.57 32.81 32.81
1 1 1400 200 128 256 74.76 73.07 73.07
1 1 1400 200 128 512 188.22 186.41 186.41
1 1 1300 200 1 1 11.36 9.56 9.56
1 1 1300 200 1 16 5.16 3.36 3.36
1 1 1300 200 1 64 4.81 3.13 3.13
1 1 1300 200 1 128 4.96 3.19 3.19
1 1 1300 200 1 256 5.53 3.72 3.72
1 1 1300 200 1 512 6.28 4.55 4.55
1 1 1300 200 4 1 8.74 6.93 6.93
1 1 1300 200 4 16 5.02 3.2 3.2
1 1 1300 200 4 64 5.18 3.45 3.45
1 1 1300 200 4 128 5.19 3.4 3.4
1 1 1300 200 4 256 6.71 4.87 4.87
1 1 1300 200 4 512 8.04 6.2 6.2
1 1 1300 200 16 1 7.91 6.08 6.08
1 1 1300 200 16 16 5.3 3.57 3.57
1 1 1300 200 16 64 6.36 4.46 4.46
1 1 1300 200 16 128 6.28 4.45 4.45
1 1 1300 200 16 256 11.25 9.45 9.45
1 1 1300 200 16 512 25.48 23.64 23.64
1 1 1300 200 32 1 7.78 5.94 5.94
1 1 1300 200 32 16 5.42 3.6 3.6
1 1 1300 200 32 64 6.35 4.51 4.51
1 1 1300 200 32 128 10.38 8.49 8.49
1 1 1300 200 32 256 20.34 18.52 18.52
1 1 1300 200 32 512 48.77 46.89 46.89
1 1 1300 200 64 1 7.84 6.05 6.05
1 1 1300 200 64 16 6.58 4.75 4.75
1 1 1300 200 64 64 10.46 8.63 8.63
1 1 1300 200 64 128 18.44 16.59 16.59
1 1 1300 200 64 256 38.39 36.64 36.64
1 1 1300 200 64 512 95.29 93.42 93.42
1 1 1300 200 128 1 8.2 6.37 6.37
1 1 1300 200 128 16 6.8 4.95 4.95
1 1 1300 200 128 64 18.74 16.92 16.92
1 1 1300 200 128 128 34.68 32.81 32.81
1 1 1300 200 128 256 74.73 72.87 72.87
1 1 1300 200 128 512 188.19 186.42 186.42
1 1 1200 200 1 1 10.64 8.8 8.8
1 1 1200 200 1 16 4.9 3.08 3.08
1 1 1200 200 1 64 4.69 2.86 2.86
1 1 1200 200 1 128 4.75 2.94 2.94
1 1 1200 200 1 256 5.14 3.22 3.22
1 1 1200 200 1 512 6.29 4.41 4.41
1 1 1200 200 4 1 8.31 6.41 6.41
1 1 1200 200 4 16 4.72 2.92 2.92
1 1 1200 200 4 64 4.74 2.92 2.92
1 1 1200 200 4 128 5.24 3.4 3.4
1 1 1200 200 4 256 6.67 4.85 4.85
1 1 1200 200 4 512 7.99 6.2 6.2
1 1 1200 200 16 1 7.39 5.6 5.6
1 1 1200 200 16 16 4.88 3.03 3.03
1 1 1200 200 16 64 6.27 4.47 4.47
1 1 1200 200 16 128 6.25 4.44 4.44
1 1 1200 200 16 256 11.24 9.44 9.44
1 1 1200 200 16 512 25.47 23.65 23.65
1 1 1200 200 32 1 7.31 5.53 5.53
1 1 1200 200 32 16 5.42 3.6 3.6
1 1 1200 200 32 64 6.3 4.51 4.51
1 1 1200 200 32 128 10.35 8.49 8.49
1 1 1200 200 32 256 20.31 18.52 18.52
1 1 1200 200 32 512 48.62 46.88 46.88
1 1 1200 200 64 1 7.35 5.53 5.53
1 1 1200 200 64 16 6.46 4.75 4.75
1 1 1200 200 64 64 10.43 8.65 8.65
1 1 1200 200 64 128 18.42 16.59 16.59
1 1 1200 200 64 256 38.61 36.7 36.7
1 1 1200 200 64 512 95.16 93.39 93.39
1 1 1200 200 128 1 7.74 5.85 5.85
1 1 1200 200 128 16 6.77 4.95 4.95
1 1 1200 200 128 64 18.68 16.91 16.91
1 1 1200 200 128 128 34.59 32.78 32.78
1 1 1200 200 128 256 74.79 73.03 73.03
1 1 1200 200 128 512 188.2 186.38 186.38
1 1 1100 200 1 1 9.88 8.12 8.12
1 1 1100 200 1 16 4.71 2.87 2.87
1 1 1100 200 1 64 4.5 2.71 2.71
1 1 1100 200 1 128 4.6 2.68 2.68
1 1 1100 200 1 256 4.93 3.16 3.16
1 1 1100 200 1 512 6.15 4.3 4.3
1 1 1100 200 4 1 7.73 5.92 5.92
1 1 1100 200 4 16 4.59 2.78 2.78
1 1 1100 200 4 64 4.66 2.93 2.93
1 1 1100 200 4 128 5.3 3.42 3.42
1 1 1100 200 4 256 6.44 4.64 4.64
1 1 1100 200 4 512 7.99 6.21 6.21
1 1 1100 200 16 1 6.96 5.17 5.17
1 1 1100 200 16 16 4.8 3.03 3.03
1 1 1100 200 16 64 6.23 4.47 4.47
1 1 1100 200 16 128 6.3 4.44 4.44
1 1 1100 200 16 256 11.26 9.45 9.45
1 1 1100 200 16 512 25.44 23.64 23.64
1 1 1100 200 32 1 6.92 5.13 5.13
1 1 1100 200 32 16 5.54 3.61 3.61
1 1 1100 200 32 64 6.29 4.51 4.51
1 1 1100 200 32 128 10.33 8.5 8.5
1 1 1100 200 32 256 20.31 18.52 18.52
1 1 1100 200 32 512 48.7 46.9 46.9
1 1 1100 200 64 1 7.09 5.25 5.25
1 1 1100 200 64 16 6.56 4.74 4.74
1 1 1100 200 64 64 10.52 8.64 8.64
1 1 1100 200 64 128 18.46 16.62 16.62
1 1 1100 200 64 256 38.58 36.62 36.62
1 1 1100 200 64 512 95.3 93.4 93.4
1 1 1100 200 128 1 7.14 5.32 5.32
1 1 1100 200 128 16 6.79 4.94 4.94
1 1 1100 200 128 64 18.6 16.92 16.92
1 1 1100 200 128 128 34.7 32.86 32.86
1 1 1100 200 128 256 74.74 72.92 72.92
1 1 1100 200 128 512 188.18 186.33 186.33
1 1 1000 200 1 1 9.22 7.45 7.45
1 1 1000 200 1 16 4.49 2.68 2.68
1 1 1000 200 1 64 4.27 2.46 2.46
1 1 1000 200 1 128 4.23 2.43 2.43
1 1 1000 200 1 256 4.34 2.65 2.65
1 1 1000 200 1 512 5.16 3.31 3.31
1 1 1000 200 4 1 7.23 5.43 5.43
1 1 1000 200 4 16 4.38 2.53 2.53
1 1 1000 200 4 64 4.26 2.43 2.43
1 1 1000 200 4 128 4.16 2.41 2.41
1 1 1000 200 4 256 4.46 2.64 2.64
1 1 1000 200 4 512 8.01 6.21 6.21
1 1 1000 200 16 1 6.56 4.76 4.76
1 1 1000 200 16 16 4.39 2.52 2.52
1 1 1000 200 16 64 4.22 2.45 2.45
1 1 1000 200 16 128 6.29 4.46 4.46
1 1 1000 200 16 256 11.29 9.44 9.44
1 1 1000 200 16 512 25.4 23.65 23.65
1 1 1000 200 32 1 6.54 4.73 4.73
1 1 1000 200 32 16 4.39 2.56 2.56
1 1 1000 200 32 64 6.25 4.52 4.52
1 1 1000 200 32 128 10.38 8.52 8.52
1 1 1000 200 32 256 20.25 18.49 18.49
1 1 1000 200 32 512 48.67 46.88 46.88
1 1 1000 200 64 1 6.57 4.73 4.73
1 1 1000 200 64 16 4.45 2.66 2.66
1 1 1000 200 64 64 10.45 8.65 8.65
1 1 1000 200 64 128 18.54 16.65 16.65
1 1 1000 200 64 256 38.52 36.62 36.62
1 1 1000 200 64 512 95.24 93.37 93.37
1 1 1000 200 128 1 6.61 4.79 4.79
1 1 1000 200 128 16 6.81 4.96 4.96
1 1 1000 200 128 64 18.83 16.92 16.92
1 1 1000 200 128 128 34.77 32.91 32.91
1 1 1000 200 128 256 74.84 72.97 72.97
1 1 1000 200 128 512 188.29 186.41 186.41
1 1 900 200 1 1 8.53 6.71 6.71
1 1 900 200 1 16 4.3 2.45 2.45
1 1 900 200 1 64 4.16 2.33 2.33
1 1 900 200 1 128 4.32 2.43 2.43
1 1 900 200 1 256 4.43 2.61 2.61
1 1 900 200 1 512 5.09 3.24 3.24
1 1 900 200 4 1 6.8 4.9 4.9
1 1 900 200 4 16 4.21 2.39 2.39
1 1 900 200 4 64 4.32 2.41 2.41
1 1 900 200 4 128 4.06 2.4 2.4
1 1 900 200 4 256 4.5 2.64 2.64
1 1 900 200 4 512 8.04 6.2 6.2
1 1 900 200 16 1 6.12 4.32 4.32
1 1 900 200 16 16 4.29 2.53 2.53
1 1 900 200 16 64 4.3 2.44 2.44
1 1 900 200 16 128 6.22 4.43 4.43
1 1 900 200 16 256 11.25 9.44 9.44
1 1 900 200 16 512 25.51 23.63 23.63
1 1 900 200 32 1 6.13 4.33 4.33
1 1 900 200 32 16 4.42 2.57 2.57
1 1 900 200 32 64 6.39 4.51 4.51
1 1 900 200 32 128 10.29 8.47 8.47
1 1 900 200 32 256 20.34 18.48 18.48
1 1 900 200 32 512 48.76 46.88 46.88
1 1 900 200 64 1 6.23 4.45 4.45
1 1 900 200 64 16 4.47 2.67 2.67
1 1 900 200 64 64 10.48 8.63 8.63
1 1 900 200 64 128 18.41 16.58 16.58
1 1 900 200 64 256 38.36 36.6 36.6
1 1 900 200 64 512 95.21 93.39 93.39
1 1 900 200 128 1 6.63 4.8 4.8
1 1 900 200 128 16 6.81 4.96 4.96
1 1 900 200 128 64 18.72 16.89 16.89
1 1 900 200 128 128 34.59 32.8 32.8
1 1 900 200 128 256 74.72 72.88 72.88
1 1 900 200 128 512 188.24 186.38 186.38
1 1 800 200 1 1 7.75 6.01 6.01
1 1 800 200 1 16 4.07 2.19 2.19
1 1 800 200 1 64 3.86 2.08 2.08
1 1 800 200 1 128 4.01 2.17 2.17
1 1 800 200 1 256 4.45 2.59 2.59
1 1 800 200 1 512 4.9 3.08 3.08
1 1 800 200 4 1 6.19 4.41 4.41
1 1 800 200 4 16 3.9 2.13 2.13
1 1 800 200 4 64 4.24 2.41 2.41
1 1 800 200 4 128 4.18 2.4 2.4
1 1 800 200 4 256 4.51 2.65 2.65
1 1 800 200 4 512 7.92 6.19 6.19
1 1 800 200 16 1 5.69 3.85 3.85
1 1 800 200 16 16 4.31 2.51 2.51
1 1 800 200 16 64 4.17 2.44 2.44
1 1 800 200 16 128 6.24 4.43 4.43
1 1 800 200 16 256 11.39 9.43 9.43
1 1 800 200 16 512 25.47 23.65 23.65
1 1 800 200 32 1 5.57 3.78 3.78
1 1 800 200 32 16 4.4 2.57 2.57
1 1 800 200 32 64 6.32 4.52 4.52
1 1 800 200 32 128 10.27 8.48 8.48
1 1 800 200 32 256 20.22 18.48 18.48
1 1 800 200 32 512 48.74 46.88 46.88
1 1 800 200 64 1 5.76 3.93 3.93
1 1 800 200 64 16 4.45 2.67 2.67
1 1 800 200 64 64 10.37 8.65 8.65
1 1 800 200 64 128 18.39 16.59 16.59
1 1 800 200 64 256 38.4 36.58 36.58
1 1 800 200 64 512 95.2 93.39 93.39
1 1 800 200 128 1 6.05 4.28 4.28
1 1 800 200 128 16 6.81 4.95 4.95
1 1 800 200 128 64 18.67 16.91 16.91
1 1 800 200 128 128 34.71 32.78 32.78
1 1 800 200 128 256 74.66 72.75 72.75
1 1 800 200 128 512 188.26 186.43 186.43
1 1 700 200 1 1 7.17 5.34 5.34
1 1 700 200 1 16 3.75 1.99 1.99
1 1 700 200 1 64 3.65 1.82 1.82
1 1 700 200 1 128 3.75 1.91 1.91
1 1 700 200 1 256 3.89 2.07 2.07
1 1 700 200 1 512 4.83 2.96 2.96
1 1 700 200 4 1 5.69 3.9 3.9
1 1 700 200 4 16 3.6 1.85 1.85
1 1 700 200 4 64 3.74 1.91 1.91
1 1 700 200 4 128 4.25 2.4 2.4
1 1 700 200 4 256 4.43 2.63 2.63
1 1 700 200 4 512 7.92 6.18 6.18
1 1 700 200 16 1 5.25 3.44 3.44
1 1 700 200 16 16 3.88 2 2
1 1 700 200 16 64 4.34 2.45 2.45
1 1 700 200 16 128 6.29 4.44 4.44
1 1 700 200 16 256 11.22 9.41 9.41
