0x #of reinitializations, #particle, #step,loop time, average time, trms, reset_time
1x max_reinit, nparticle, nstep, blocks, threads, full_exe_elapsed, reset_time_sum, reset_time_sum/max_reinit
1 1 256 1000 32 16 14.15 12.29 12.29 0
1 1 256 1000 32 64 46.75 44.97 44.97 0
1 1 256 1000 32 128 90.24 88.5 88.5 0
1 1 256 1000 32 256 202.44 200.65 200.65 0
1 1 256 1000 32 512 402.99 401.33 401.33 0
1 1 256 1000 64 1 12.17 10.43 10.43 0
1 1 256 1000 64 16 25.77 23.96 23.96 0
1 1 256 1000 64 64 91.07 89.37 89.37 0
1 1 256 1000 64 128 178.24 176.41 176.41 0
1 1 256 1000 64 256 402.35 400.53 400.53 0
1 1 256 1000 64 512 803.59 801.83 801.83 0
1 1 256 1000 128 1 13.14 11.43 11.43 0
1 1 256 1000 128 16 49.1 47.35 47.35 0
1 1 256 1000 128 64 179.92 178.11 178.11 0
1 1 256 1000 128 128 353.89 352.13 352.13 0
1 1 256 1000 128 256 802.14 800.34 800.34 0
1 1 256 1000 128 512 1604.37 1602.61 1602.61 0
1 1 512 1000 1 1 30.64 28.88 28.88 0
1 1 512 1000 1 16 14.3 12.6 12.6 0
1 1 512 1000 1 64 13.68 11.91 11.91 0
1 1 512 1000 1 128 13.56 11.81 11.81 0
1 1 512 1000 1 256 15.11 13.36 13.36 0
1 1 512 1000 1 512 19.19 17.41 17.41 0
1 1 512 1000 4 1 22.65 20.89 20.89 0
1 1 512 1000 4 16 13.75 12.02 12.02 0
1 1 512 1000 4 64 13.49 11.7 11.7 0
1 1 512 1000 4 128 13.38 11.65 11.65 0
1 1 512 1000 4 256 27.41 25.78 25.78 0
1 1 512 1000 4 512 68.74 67.02 67.02 0
1 1 512 1000 16 1 20.78 19.05 19.05 0
1 1 512 1000 16 16 13.72 12.04 12.04 0
1 1 512 1000 16 64 24.58 22.81 22.81 0
1 1 512 1000 16 128 46.34 44.63 44.63 0
1 1 512 1000 16 256 102.55 100.72 100.72 0
1 1 512 1000 16 512 267.31 265.54 265.54 0
1 1 512 1000 32 1 20.74 18.96 18.96 0
1 1 512 1000 32 16 13.99 12.29 12.29 0
1 1 512 1000 32 64 46.8 45.01 45.01 0
1 1 512 1000 32 128 90.39 88.67 88.67 0
1 1 512 1000 32 256 202.39 200.62 200.62 0
1 1 512 1000 32 512 531.88 530.1 530.1 0
1 1 512 1000 64 1 21.02 19.28 19.28 0
1 1 512 1000 64 16 25.6 23.99 23.99 0
1 1 512 1000 64 64 91.1 89.41 89.41 0
1 1 512 1000 64 128 178.42 176.66 176.66 0
1 1 512 1000 64 256 402.36 400.67 400.67 0
1 1 512 1000 64 512 1061.08 1059.4 1059.4 0
1 1 512 1000 128 1 22.12 20.31 20.31 0
1 1 512 1000 128 16 49.21 47.36 47.36 0
1 1 512 1000 128 64 180.01 178.15 178.15 0
1 1 512 1000 128 128 354.62 352.84 352.84 0
1 1 512 1000 128 256 802.31 800.59 800.59 0
1 1 1024 1000 1 1 58.71 56.92 56.92 0
1 1 1024 1000 1 16 26.34 24.65 24.65 0
1 1 1024 1000 1 64 25.04 23.26 23.26 0
1 1 1024 1000 1 128 24.83 23.06 23.06 0
1 1 1024 1000 1 256 27.45 25.65 25.65 0
1 1 1024 1000 1 512 35.96 34.21 34.21 0
1 1 1024 1000 4 1 42.8 41.07 41.07 0
1 1 1024 1000 4 16 25.14 23.4 23.4 0
1 1 1024 1000 4 64 24.52 22.76 22.76 0
1 1 1024 1000 4 128 24.4 22.65 22.65 0
1 1 1024 1000 4 256 27.6 25.89 25.89 0
1 1 1024 1000 4 512 68.81 67.05 67.05 0
1 1 1024 1000 16 1 38.99 37.25 37.25 0
1 1 1024 1000 16 16 25.04 23.28 23.28 0
1 1 1024 1000 16 64 24.67 22.84 22.84 0
1 1 1024 1000 16 128 46.44 44.68 44.68 0
1 1 1024 1000 16 256 102.75 100.97 100.97 0
1 1 1024 1000 16 512 267.23 265.53 265.53 0
1 1 1024 1000 32 1 38.6 36.86 36.86 0
1 1 1024 1000 32 16 25.29 23.52 23.52 0
1 1 1024 1000 32 64 46.76 45.06 45.06 0
1 1 1024 1000 32 128 90.24 88.6 88.6 0
1 1 1024 1000 32 256 202.84 201.02 201.02 0
1 1 1024 1000 32 512 531.95 530.17 530.17 0
1 1 1024 1000 64 1 38.65 37.01 37.01 0
1 1 1024 1000 64 16 25.86 24.06 24.06 0
1 1 1024 1000 64 64 91.26 89.48 89.48 0
1 1 1024 1000 64 128 178.42 176.68 176.68 0
1 1 1024 1000 64 256 403.07 401.33 401.33 0
1 1 1024 1000 64 512 1061.05 1059.29 1059.29 0
1 1 1024 1000 128 1 39.79 38.02 38.02 0
1 1 1024 1000 128 16 49.23 47.46 47.46 0
1 1 1024 1000 128 64 179.99 178.21 178.21 0
1 1 1024 1000 128 128 354.36 352.58 352.58 0
1 1 1024 1000 128 256 803.46 801.73 801.73 0
1 1 4096 1000 1 1 227.98 226.2 226.2 0
1 1 4096 1000 1 16 98.66 96.84 96.84 0
1 1 4096 1000 1 64 93.23 91.4 91.4 0
1 1 4096 1000 1 128 92.08 90.46 90.46 0
1 1 4096 1000 1 256 101.88 100.2 100.2 0
1 1 4096 1000 1 512 136.78 135.03 135.03 0
1 1 4096 1000 4 1 164.07 162.38 162.38 0
1 1 4096 1000 4 16 93.52 91.75 91.75 0
1 1 4096 1000 4 64 90.77 89.14 89.14 0
1 1 4096 1000 4 128 90.53 88.72 88.72 0
1 1 4096 1000 4 256 102.85 101.08 101.08 0
1 1 4096 1000 4 512 135.52 133.78 133.78 0
1 1 4096 1000 16 1 148.43 146.67 146.67 0
1 1 4096 1000 16 16 92.5 90.68 90.68 0
1 1 4096 1000 16 64 90.57 88.7 88.7 0
1 1 4096 1000 16 128 90.23 88.38 88.38 0
1 1 4096 1000 16 256 102.86 101.15 101.15 0
1 1 4096 1000 16 512 268.08 266.34 266.34 0
1 1 4096 1000 32 1 145.98 144.2 144.2 0
1 1 4096 1000 32 16 92.51 90.71 90.71 0
1 1 4096 1000 32 64 90.69 88.92 88.92 0
1 1 4096 1000 32 128 90.45 88.73 88.73 0
1 1 4096 1000 32 256 203.33 201.58 201.58 0
1 1 4096 1000 32 512 533.42 531.74 531.74 0
1 1 4096 1000 64 1 145.14 143.42 143.42 0
1 1 4096 1000 64 16 92.88 91.19 91.19 0
1 1 4096 1000 64 64 91.44 89.65 89.65 0
1 1 4096 1000 64 128 178.88 177.11 177.11 0
1 1 4096 1000 64 256 404.14 402.36 402.36 0
1 1 4096 1000 64 512 1062.49 1060.76 1060.76 0
1 1 4096 1000 128 1 145.93 144.12 144.12 0
1 1 4096 1000 128 16 93.99 92.22 92.22 0
1 1 4096 1000 128 64 180.13 178.43 178.43 0
1 1 4096 1000 128 128 355.2 353.49 353.49 0
1 1 4096 1000 128 256 805.05 803.33 803.33 0
1 1 4 5000 1 1 4.79 2.99 2.99 0
1 1 4 5000 1 16 5.26 3.49 3.49 0
1 1 4 5000 1 64 10.28 8.45 8.45 0
1 1 4 5000 1 128 16.91 15.19 15.19 0
1 1 4 5000 1 256 30.34 28.56 28.56 0
1 1 4 5000 1 512 57.06 55.39 55.39 0
1 1 4 5000 4 1 4.76 2.99 2.99 0
1 1 4 5000 4 16 10.51 8.81 8.81 0
1 1 4 5000 4 64 30.8 29.01 29.01 0
1 1 4 5000 4 128 57.56 55.79 55.79 0
1 1 4 5000 4 256 111.17 109.4 109.4 0
1 1 4 5000 4 512 218.35 216.57 216.57 0
1 1 4 5000 16 1 7.46 5.62 5.62 0
1 1 4 5000 16 16 32.45 30.69 30.69 0
1 1 4 5000 16 64 112.9 111.12 111.12 0
1 1 4 5000 16 128 220.11 218.33 218.33 0
1 1 4 5000 16 256 434.42 432.7 432.7 0
1 1 4 5000 16 512 863.05 861.31 861.31 0
1 1 4 5000 32 1 11.29 9.59 9.59 0
1 1 4 5000 32 16 61.48 59.73 59.73 0
1 1 4 5000 32 64 222.34 220.58 220.58 0
1 1 4 5000 32 128 436.82 434.98 434.98 0
1 1 4 5000 32 256 865.5 863.73 863.73 0
1 1 4 5000 32 512 1722.79 1721.09 1721.09 0
1 1 4 5000 64 1 19.19 17.46 17.46 0
1 1 4 5000 64 16 119.73 117.96 117.96 0
1 1 4 5000 64 64 441.32 439.62 439.62 0
1 1 4 5000 64 128 870.1 868.39 868.39 0
1 1 4 5000 64 256 1728.03 1726.26 1726.26 0
1 1 4 5000 64 512 3442.42 3440.64 3440.64 0
1 1 4 5000 128 1 35.08 33.35 33.35 0
1 1 4 5000 128 16 236.15 234.37 234.37 0
1 1 4 5000 128 64 879.35 877.54 877.54 0
1 1 4 5000 128 128 1736.78 1735.12 1735.12 0
1 1 4 5000 128 256 3451.98 3450.2 3450.2 0
1 1 4 5000 128 512 6881.57 6879.78 6879.78 0
1 1 128 5000 1 1 38.35 36.65 36.65 0
1 1 128 5000 1 16 18.43 16.66 16.66 0
1 1 128 5000 1 64 17.54 15.76 15.76 0
1 1 128 5000 1 128 17.27 15.66 15.66 0
1 1 128 5000 1 256 30.88 29.13 29.13 0
1 1 128 5000 1 512 57.89 56.17 56.17 0
1 1 128 5000 4 1 28.8 27.03 27.03 0
1 1 128 5000 4 16 17.76 16.04 16.04 0
1 1 128 5000 4 64 31.26 29.43 29.43 0
1 1 128 5000 4 128 58.52 56.73 56.73 0
1 1 128 5000 4 256 112.56 110.8 110.8 0
1 1 128 5000 4 512 220.68 218.93 218.93 0
1 1 128 5000 16 1 27.23 25.52 25.52 0
1 1 128 5000 16 16 32.57 30.86 30.86 0
1 1 128 5000 16 64 114.22 112.5 112.5 0
1 1 128 5000 16 128 223.33 221.5 221.5 0
1 1 128 5000 16 256 439.47 437.68 437.68 0
1 1 128 5000 16 512 871.4 869.7 869.7 0
1 1 128 5000 32 1 28.15 26.43 26.43 0
1 1 128 5000 32 16 61.84 60 60 0
1 1 128 5000 32 64 225.07 223.32 223.32 0
1 1 128 5000 32 128 442.81 441.07 441.07 0
1 1 128 5000 32 256 875.04 873.23 873.23 0
1 1 128 5000 32 512 1739.45 1737.7 1737.7 0
1 1 128 5000 64 1 30.35 28.6 28.6 0
1 1 128 5000 64 16 120.25 118.42 118.42 0
1 1 128 5000 64 64 446.77 444.97 444.97 0
1 1 128 5000 64 128 881.85 880.15 880.15 0
1 1 128 5000 64 256 1746.41 1744.66 1744.66 0
1 1 128 5000 64 512 3473.89 3471.99 3471.99 0
1 1 128 5000 128 1 35.29 33.58 33.58 0
1 1 128 5000 128 16 237.08 235.41 235.41 0
1 1 128 5000 128 64 889.99 888.26 888.26 0
1 1 128 5000 128 128 1760.83 1758.96 1758.96 0
1 1 128 5000 128 256 3489.66 3487.83 3487.83 0
1 1 128 5000 128 512 6946.84 6945.08 6945.08 0
1 1 256 5000 1 1 73.56 71.66 71.66 0
1 1 256 5000 1 16 33.52 31.67 31.67 0
1 1 256 5000 1 64 31.73 29.93 29.93 0
1 1 256 5000 1 128 31.63 29.71 29.71 0
1 1 256 5000 1 256 35.7 33.85 33.85 0
1 1 256 5000 1 512 67.06 65.24 65.24 0
1 1 256 5000 4 1 54.07 52.28 52.28 0
1 1 256 5000 4 16 32.17 30.31 30.31 0
1 1 256 5000 4 64 31.3 29.53 29.53 0
1 1 256 5000 4 128 58.64 56.8 56.8 0
1 1 256 5000 4 256 128.93 127.13 127.13 0
1 1 256 5000 4 512 254.61 252.88 252.88 0
1 1 256 5000 16 1 50.12 48.31 48.31 0
1 1 256 5000 16 16 32.59 30.91 30.91 0
1 1 256 5000 16 64 114.32 112.56 112.56 0
1 1 256 5000 16 128 223.28 221.39 221.39 0
1 1 256 5000 16 256 503.89 502.08 502.08 0
1 1 256 5000 16 512 1005.21 1003.41 1003.41 0
1 1 256 5000 32 1 50.77 48.84 48.84 0
1 1 256 5000 32 16 61.98 60.09 60.09 0
1 1 256 5000 32 64 225.4 223.56 223.56 0
1 1 256 5000 32 128 443.14 441.27 441.27 0
1 1 256 5000 32 256 1003.41 1001.44 1001.44 0
1 1 256 5000 32 512 752.32 750.47 750.47 0
1 1 256 5000 64 1 5.68 3.86 3.86 0
1 1 256 5000 64 16 2.14 0.3 0.3 0
